Class,ReviewTitle,ReviewText
1,This Book is NOT for NXT,"It's a great book. But the Mindstorms microproessor is now NXT -- it has been updated. Until this book is updated, you'd be better off to find a good book which is based on the NXT system."
2,Practical Guide When Making This Challenging Decision,"No one can tell you what the experience of changing churches is like unless they have been there! This book is presented with wise counsel from ministers who have been there. Much of the advice you receive first hand on this subject is less than adequate because it is not thorough. When you study all of these essays together they are sincere, simple, and complete. This is a must read for those who are stuggling with the choice to move. The one knock I would make on the book is that sometimes it is not time to move and the book says very little about when to stay where you are. More detail should be given to the decision making process."
2,Excelente,"Tego es la fuerza en la musica latina. Es una tremenda mezcla de son, salsa, reggaeton y hip-hop. Que estupendo!!!!!!!"
2,definitely the best horror\suspense book I know,"Since you open the book you cannot close it,you have to go through, to dive in the horror, in the thrill, in the lush. Stephen King fans, please find ""Disturb not the dream"" by Paula Trachtman and read it once, read it twice then give it to your friends, this is the real thing, it is a must."
2,why?,"This is a terrific recording. Rob Brown is simply one of the most interesting alto saxophonists playing today. A keening, strident tone with an attack that is relentless; he takes his time building momentum and surprises with twists and turns but never loses his footing. When you play this recording it is difficult to do anything else but listen; it is that captivating.Lou Grassi and Wilbur Morris don't just sit in the back seat for this ride. They compliment the leader and provide idiomatic support all the way through.It is an amazing ride and one that I will continue returning to. Rob Brown is one of a small handful of players who always provides the goods. All of his efforts are worth investigating. If you can find this one, it's a real jewel."
2,chuck,"This a good movie in the same vain as most of Chuck Norris's films, plenty of action, a must have for your collection."
2,Memory Lane,"I saw the movie based on this book when it came out in the 70's and I recommended it to my daughter. When we found that it is virtually impossible to get a copy of the movie (it never came out on DVD and I no longer own a VHS player), I explored the option of reading the book. I was intrigued when I realized that the book was written in the 60's - a bit of a cultural leap from the 70's, when the movie was produced - so I decided to give it a read. Although I didn't grow up in the priveleged classes of Manhattan, I was a teenager throughout the 60's and I could relate to the times. It seemed a little milder in some respects from what I remember of the movie (and my memory is not the greatest), but it was a thoroughly enjoyable read."
2,Love these little smoker bisquettes.,I love the Bradley smoker and these little bisquettes it uses. It is so easy to use. We've used the mesquite and pork and chicken. It's all turned out great.
2,the best kept secret anti aging creams on the planet,Have been using Exuviance products for many years they are the best. Its too bad they are not widely known. Everyone would look a lot younger!!! Exuviance should be advertising their products.
1,Doesn't fit my situation.,My fault. I received it OK but it just doesn't work on my water heater. I must not have checked it enough. It was a bad impulse buy for me.
2,One of the Best Romances I have Read,"This is the first book from Candice Porter I have read and I cannot wait to begin reading her other novels. From the minute I read the first page, I knew that this book would be original and hard to put down. The characters are believable and Ms. Proctor's writing is so detailed that you feel you are there with them throughout the book. I would definitely recommend this book - you will not be sorry that you bought it!"
2,Underrated album,"I almost didn't buy this album after hearing some of the two star reviews from the others, but I took a chance on it, and I give it 4 stars. ""Put It Where You Want It"" is excellent, both in track one and the jamming version on track 11, and ""Roll With It"" is also excellent. There's no question that it's hard to beat some of Larry's finest songs. My personal favorite is ""Smiles and Smiles to Go"" and it's hard to beat his old album ""Discovery"". But if you're a Larry Carlton fan, I think 4 stars is about right for this one."
2,lo mejor del cine espa帽ol,esta pelicula es una de las mejores que e visto alex se luce dando una clase de road movie con gore al por mayor esta pelicula no es apta para personas sensibles esta al nivel de asesinos por naturaleza de oliver stone
1,Well made but extremely skewed,"This BBC produced docudrama displays its roots - the British apparently cannot get beyond the fact that Wernher von Braun was the mastermind behind the V2 program. I can't say I blame them, that's human nature, but it must be factored in by viewers who are not fully aware of the facts. After watching this program, an uninformed viewer would be left with the impression that virtually everyone working on the American program was morally, intellectually and patriotically inferior to their Russian counterparts.Viewers will probably enjoy the drama but should take it cum grano salis."
2,Well worth watching,"The Space Race wasn't quite as one sided as one might believe. This series outlines the benefits of Capitalism over Communism but also shows serious flaws in NASA work to ""get man to the moon before this decade is out""."
1,"Not one of Rinaldi's ""masterpiecies"", yet not so bad","Well, to be really honest with you, I didn't like this book. Personally, I though Ann Rinaldi could've done a little better. Some parts are interesting and maybe even suspensful, but the rest is kind of dull. At some points in the book, Emily, the main character, is lying so much to her Uncle Valentine and is being so selfish, it's like, ""okay, so when's she going to tell the truth or at least realize what she has done?"""
1,"This was not one of her best books, yet not a failure.","This book is really exciting;from the first chapter only. I am going to be honest with you, because if I raved about how wonderful and exciting this book was, it would be a lie. It was written with appropreate remarks and English grammer, but sometimes storys just don't get you in the heart. This perticular one didn't. But there are her other books, which I would say, are a masterpiece!"
2,An Aquaintance With Darkness,"This book was an absolute joy to read. It immersed you into the characters. You felt totally attached to them. It let me in to a new aspect of the Civil War that I had never seen before...it was interesting and definitely not boring. This book is what I call a ""people-y"" book. She forms the characters so that they seem like real people, with real problems."
2,Excellent!,"This was the first book I had read by Ann Rinaldi and I loved it! I have read many other books by her since then. At first I thought I would not like this book because it takes place over 100 years ago, but I was wrong. Rinaldi draws you into the book. The main character, Emily, is very likable. She's not perfect. She has some flaws, like when she thinks her problem with her uncle is worse then when her friend's mother is arrested and may be put to death. The novel is also very historically accurate. Before I never knew grave robbing had been a problem in the 1800's. I highly reccomend this book"
1,A story based on a song,"As soon as I had read the first few sentences of the review I immediately knew that the author had based this story on a song by Loreena McKennitt called ""The Highway Man"", from her 1997 CD ""Book of Secrets"". Since Ms. McKennitt is on of my favorite composers I had to read the book.Unfortunately the book did not do justice to the song or the woman who wrote the song. Did the author have permission to write this. I'm sorry but listening to the song is preferable."
1,"Well, we couldn't get Yoko Kanno, so here's Yoko Ono instead","What can I say? This CD is pretty much everything the other Cowboy Bebop CD's aren't. It's pretty much either 1) Take a perfectly good track and ruin it by throwing a lot of drums on top (Vibert) or 2) as far as I can tell, calling a mediocre lifeless piece of electronic pap by the same name as a totally dissimilar but good track off another CD (4 Hero). Either way, the originals far outshine any of the pointless meddling done on this CD.On the does/doesn't include Vitaminless topic, I got this album by mistake. I ordered Vitaminless but what I got was a double CD of this and Vitaminless. I can't imagine a more mistaken pairing."
2,Hawaii in a bottle,I love this stuff! I first bought in Hawaii and it made my skin feel and smell so wonderful. So I bought it online to bring me back to those great hawaii memories when I cant be there in person!
2,Kinuko San is back?,"I have not heard this album, but for those of you who remember the ORIGINAL Priss from the BubbleGum Crisis, Hurricane should be on here! if not than it is not her best!"
2,Comprehensive guide to ski touring in the Tahoe ares.,"My copy of this book is nearly destroyed from all the use it receives. This book is not just for winter. Many of the tours described have also turned out to be excellent mountain bike routes and hiking trips. The descriptions of the areas the routes traverse could be expanded, but the route information itself is first class."
2,Do your homework,"This product works great, BUT you will need a different driver (see Ralink website for it). I run both Xp Pro and XP 64 bit and I had some problems. This product did not work the same with both versions of XP without the driver from Ralink, included software had problems with my Netgear router. (speed was not fast or consistent.)"
1,Una porqueria no compre,"Total porqueria de repente dejo de conectarse, veo todas las redes pero no puede conectarse. lo barato sale caro"
2,Math made easy,This product was just how I remembered it when I used it 30 years ago. Yes the answers are hard to see until you press down real hard. But that is how it was 30 years ago and I did not expect anything different. I would recommend this product to anyone trying to teach their kids addition and subtraction.My children look at it like a computer and love playing with it. It gives them instant answers when they press down and they like that satisfaction.
1,Average Book,The book wasn't as great as the reviews said it was. The explanation on many of the topics was sketchy and didn't have the detail I expected (e.g. AWT). It's probably a better book if you already know Java and are looking to catch some of the finer points. I don't recommend it for absolute beginners.
1,Some one has an EGO problem.,"I previously wrote a scathing review of this bad book. And I was quite annoyed to find that some one posing to be me, Michael G from Passaic NJ, said that I was mistaken for my previous diatribe of the book. I'm not sure who it was. Obviously someone figured that I was not going to read the reviews again. I'm not sure who it was.I still maintain that the beek is BAD. It seems that some one is trying to sell this at all costs. This makes me very suspicious of all Amazon reviews. Sorry :(MG"
2,Legend or the truth?,"The Hound of the Baskervilles is a true mystery classic by Sir Arthur Conan Doyle. It tells of Sherlock Holmes and his trusty comrade, Dr. John Watson. This extraordinary pair has solved dozens of mysteries times before, but now come to their most difficult case. Years ago, Hugo Baskerville was killed by a monstrous hound. This curse of the hound has haunted all the Baskervilles who come to live at the Baskerville Hall. Sir Charles goes to live there, but soon is found dead, scared to death. His only relative, Sir Henry Baskerville, goes to live at Baskerville Hall accompanied by Holmes and Watson. All along the way, they are left mysterious clues that eventually help them unlock the killer. I really liked this classic who-dun-it because around every corner was a twist. It kept you guessing until the end and was really upbeat."
1,for this particular edition,"Seeing as how Series 2 of ""Sherlock"" has yet to make it to the United States, I was hoping that this would be the script, or at least an adaptation of the script to a novel format. Sadly, this was not the case.I confess that I fail to see how this series (of BBC Books) distinguishes itself from the other (often free) editions, much less the compilations, available in the Kindle store. There is a new introduction by a member of the BBC's ""Sherlock"" staff and company, but that scarcely justifies the cost.The text itself is the standard text by Sir Arthur Conan Doyle which speaks for itself."
2,A Sherlock Holmes Story Starring...Dr. WATSON!,"Well, you don't get much of Holmes in this story, and many folks either neglect to mention that or just don't notice. I figure they don't notice because it's such a darn good read. At first, it's TALK, TALK, TALK. But the restlessness left me with oncoming chapters and I became engrossed. Read it!"
1,Don't waste your time on this edition!,"As other reviewers have pointed out, this particular Kindle version is broken: any passages in the original which appeared in italic type have failed to be transcribed, leaving large gaps in the narrative, especially at the beginning.Therefore I rate this edition one star."
1,MISSING TEXT!!!!!!,"This review is NOT on the quality of the story. I love this book, however.... This edition is missing text. Whenever character reads out of a newspaper or other document, the entire txt of that newspaper or document is missing from this Kindle edition! I've no idea which version to spend the dollar on to get the complete text, but its frustating as this was my first download."
1,Plastic limitations,"When I got the product and opened the box, the literature said that you cannot use the kind of shower head that has a valve that turns off the flow. This is because the filter housing is plastic and is subject to cracking or bursting if you turn off the flow downstream from the filter.That's the kind of shower head I have, and I like to use the valve feature. I really really wish that eGeneralMedical had said this in their (limited) online literature. And they expect me to pay the return shipping and a 15% restocking fee!"
2,"Great John Wayne Movie, YOOOOOOOOOOOOO!","Its a strange size for my TV, but, its a 1948 movie, so its exceptional! I have wanted this movie for years so I bought it!"
1,Disappointing,"I got this video on loan from Netflix. As a railfan, I was extremely disappointed in this. The show was nothing like I had anticipated it being like. And the host is just plain annoying trying to emulate Emeril Lagasse"
2,My 5 year old is obsessed!!!!!,"Great video. My son cant get enough of this. Any child or adult who loves trains will enjoy this DVD,"
2,"Rad! Or as they say in Dutch, heel goed!","I love Holland and the Dutch language, and my Dutch penpal sent me a tape with various Dutch artists. I love ""Dromen Zijn Bedrog"", which is a mix of sort of modern-90s music, techno, and a chorus in the background. Fast and energetic! I don't recall the other songs too well but this album is awesome. Go Dutch!"
2,One of the most AWESOME books I've ever read !,"John Bunyan's, ""Pilgrim's Progress""has to be one of the most captivating books ever written. This book should be ""required reading"" in today's school system. From the verybeginning Mr.Bunyan spins the tale of a journey that is most fantastic! Thur perils unbeliveable he somehow overcomes tremendous odds ofcompleting it. But yet he does andthe rewards are magnificent. A MUSTFOR ANYONE BORN AGAIN!!!!!"
2,practical guide to modern christian living,"in this book, buyan writes about average everyday things of the 1700s, and about the christian plight of that time. i found it remarkable how truth does not change '.'"
2,Best Unknown Artist,"What a great voice and masterful delivery of material. Someone else wrote sexy with a capitol S but that is insufficient. I'm not a big jazz fan and I guess this is not classic jazz but some sub-genre that really turns me on. Somehow the instrumentation, which is good, fades into the backround because Christy's voice is so present and distinctive. I can't tell you how many times I've played this cd and chosen it over my favorite classic rock. Its a great album to enjoy when you're happy just being by yourself and also a very nice listen when you're with someone special. I'm so glad I found some other music by her and I surely hope there is more comming. By the way, it has a couple of cuts that don't feature her and they are interesting and don't detract from the album. Also, I read in one of her bios that she starred in an indie movie called Pants on Fire. You can bet I'll be watching that if I can locate it."
1,Not as good as the other album!,"I was excited to get my Steppin' album because I loved the other album of Christy Baron (I thought about you). However, I was a bit disapointed beacause it was so inferior compared to I thought about you. I was expecting more of Christy Baron's sultry renditions of real accoustic jazz but what I got was some sort of a synthesized versions. It's still a good album but it's nothing like the other one. If you can only buy one album of Christy Baron, don't get this one."
1,In a word...,"painful. Neither Paltrow nor Beckinsale were perfect either, but this one was appalling.This movie is packaged in 2 cassettes, and I couldn't even make it through the first one. Where do I begin? The hair was awful (especially Mr. Elton's), the casting was awful (Jeremy Northam will always be Mr. Knightley to me), the costumes were awful (zippers, anyone?). I hung in as long as I could to see what they did with Frank Churchill, but I just couldn't go on. So sad...My feeling about a good adaptation is that it should make you want to run out and buy the book. I'm glad I'd already read Emma 4 or 5 times because this movie certainly would not have made me desperate to read the book. I probably would have run screaming in the other direction.I did like their take on Mr. Woodhouse though. Thank Goodness for small favors!"
1,No ADA seal of approval,I have this toothpaste and the ADA seal of approval is nowhere to be found on the tube. It doesn't whiten either.
1,I found this product for $7.99 today...,"I found this exact same product for $7.99 today at Walgreens. This is a sale price, however, even regular price is less than this. I feel some/many of the mega diaper packs on amazon are a good deal, but not this one."
1,"Holds #1, not #2","The title says it all. I never had a trouble with #1 leaking, but almost everytime my breastfed son has a BM (which are usually somewhat loose), it leaks out the back or leg area. Perhaps it happens because the waistband isn't stretchy. I'm not going to buy these diapers again."
2,cool!,"claudia and shea are both in trouble at school. If they fail one more language test, she may not past the sunject. so what they do is to help each other and that's where they become friends."
2,Marlon Brando,"A good, but slow performance by Brando. The girl should be in future films. Mature Only."
1,Horrible!,"Brando is my favorite actor and he's known for taking on anyrole and doing a great job. He did a great job on this film too but he should have walked away from this one. I am an admirer of ""off the edge"" movies and themes that are hard to take....However, this film leaves the viewerwith only one thought ""Bertolucci is a filthy, lecherous old man"". I rarely HATE a movie but this bankrupt, purely perverted film is just AWFUL. Hope Brando made a lot of money at least."
2,"Well made, but depressing.","This is another ""artistic"" movie. The acting was very convincing and all the stuff they say about the powerful acting of Marlon Brando and the convincing youth and innocence of the one-hit-wonder girl that starred with him is valid. It was worth watching, but probably not worth owning. It's ultimately very depressing and doesn't really leave you holding on to anything. The sex scenes were pretty explicit, but not really anything you couldn't see in a 'hard-R' movie today. Buy it for the acting, not the story."
1,Useless,The DVD will not play. It goes thru the process of downloading until the last point & then says that it is not programed for downloading. I would like to send it back for a DVD that will play.
2,Another great book in the series,I really love this book just as much as the two before it. I just don't want the series to end because I'm enjoying it so much.
2,The single creepiest film of the year !!!,"At the risk of repeating what all the other reviewers have stated, let me just say that this was as finely crafted a scarfest since the first Alien film. Writer/Director Neil Marshall is to be commended for creating a first rate horror film that, for once, doesn't rely on all the hacneyed tricks and CGI effects that have come down the pike in the last several years as well as utilizing cast of unknowns who also can't act to save their lives. This cast of unknowns are all good actors and handle their roles admirably. The score by David Julyan is the perfect accompaniment to Marshall's film and the cinematography and editing by Sam McCurdy and Jon Harris respectively combine to make this the true jewel of horror films.I normally don't purchase films of this ilk but after renting the film and getting the bejesus scared out of me I just had to own a copy. I would therefore recommend this film to anyone who enjoy their shocks and frights at high octane levels."
1,VERY BAD MOVIE,"This is a lame and completely unbelievable movie straight from the 1950s-type phony monsters. A group of women decide to spelunk, with no ""flight plan"" filed with anyone. Then of course one of them chooses to take the rest into an unexplored cave without mentioning to the others that it could be is dangerous. With friends like that.....Then of course, in the cave, blind monsters (people in rubber suits) show up to murder all the women.First of all, why would such strong, fearless women in the beginning of the movie suddenly turn into cringing, screaming, and hysterical stereotypes.Secondly, the monsters are so badly done that one expects to see zippers on the back of their rubber suits.Steer clear of this movie. It is horrible. I was embarrassed for the filmmakers."
1,Awful Waste of Money!,"This tape should be sold as an audio only. The cave scenes are so dark, it is pointless to watch; the direction is poor; character development doesn't exist. It is too bad the rating system does not have a choice of zero or negative stars."
1,movie was a waste of money,"this movie totally sucks. i only spent 13 dollars on it and i still think i wasted my money. the monsters were so fake and it took like an hour before anything happened. the only cool part was at the begining when that guy died from that pole. thats it, the movie sucked dont buy it."
1,"trash, i wish I could give it no stars!!!!!!","I love horror movies!!! But this is really a horrible movie, the gore looks fake and a lot of it appears to be cg although some real props were used. The actresses were very bad at acting, and not in that cool b-horror movie way either, they suck. I know tons of gore fans like myself may like this movie but its trash,THE ONLY GOOD THING ABOUT THIS MOVIE IS THAT IT IS ONLY 90 MINUTES LONG!!!!!!Guess I will start having to go back to the Asian import shop for good horror."
1,over rated,had been given such a write up on this - disappointing to say the least. No shocks - highly predictable - and with a theme that has been done to death!!
2,This book is great!,"I used this book for an entomology class at my college, and I think it is great! Wanting to be an entomologist and knowing a lot of information about the subject already, I still didn't find it boring or tedious, and people who know nothing about insects can understand it pretty easily too. I highly recommend this book to anyone who is interested in entomology and what the subject entails."
2,"Presto, chango, Magic is fun...WE'RE DEAD!","I saw this when I was 12 years old and it freaked the shiznit out of me - low on gore, high on psychological thrils, MAGIC is an old-school horror flick of the classic kind - anchored by Anthony Hopkin's early bravura dual performance as Corky/Fats - but what I remember most about MAGIC isn't the movie, but the scary as hell TV spots that used to run back in the 70s on late-night TV - the bonus materials explain that after the simple, yet very creepy TV ads ran ONCE on TV in New York, they were pulled due to parental complaints about frightening their little tots - they're weren't far of the mark - as the camera pulls in and ""Fats"" intones his evil poem - ""Magic is fun...we're...DEAD!"" - you'll feel your blood turn to ice. A nice DVD to complete your horror collection - [...]"
2,Creepy old Anthony Hopkins film,"Magic stars Anthony Hopkins long before Silence of the Lambs. His character ""Corky"" is a magician who can't seem to catch a break. He decides to try his luck at using a ventriloquist doll during his act and he becomes a success. His ventriloquist partner ""Fats"" starts to take over Corky's thoughts and motives. The success that his act has brought him starts to push him further into insanity and he runs off to escape with Fats. It is at this point that Corky's weird life begins to fall apart. He finds his long lost love and her violent drunk husband when Fats decides to take over. I remember seeing this movie as a kid and it really scared me. Just the thought of a doll coming to life is a bit disturbing. Great movie!"
1,harassing bears?,"Cole is in the news for all the wrong reasons: ""Photographer, bear advocate cited for getting too close to bruins,"" by Scott McMillion, Bozeman Daily Chronicle, 3/25/05. Cole has been cited for harassing bear in Yellowstone National Park. He hasn't had his day in court yet, but you've got to wonder. It's easy to get close-up photos of grizzly/brown bears at designated (and well-managed) bear viewing areas in Alaska and Canada. To get publishable photos of grizzly bears in Yellowstone or Glacier, you've got to get so close you put yourself in danger and run the risk of driving the bears away from food they need or a place they want to be. Grizzlies are a threatened species in the lower 48 states. Why bother them when you can get photographs of grizzlies in Alaska without stressing the bears? What kind of bear advocate would do that?"
2,THE best book for AP spanish!,"This book is the absolute best buy for AP Spanish Language preparation. It goes through every aspect of the test and has a very thorough review of all grammar tested in the exam (although I thought that they had a little more then what was needed). The practice tests accurately measure with the difficulty and format of the real test. Having a bad situation with an inexperienced teacher, I picked up this book and used it for self-study. It helped me greatly, and in the end, I received a 4 just by going through it myself and practicing."
2,"great lil printer, BUT","I bought this to replace my original HP 4L Laser jet after 15 years. This seems to do a great job so far, much faster downloads and clean print,BUT BEWARE.... IT DOES NOT COME WITH A USB CORD TO CONNECT, so if the printer your replacing has the old stle connecter (as mine did) be ready to spend another $35.00 for a usb cord. That is why I gave it 4 instead of 5 stars."
2,good printer,"I have bought this printer for my personal use at home.It is good and reliable printer for the price.Somehow, it arrived with software instalation CD in a forein language which was a big inconvenience.The white color chose by manufacturer is a questionable. It is a white spot in a room and I bet for many households it can be a problem.Also, lack of any controls buttons is inconvenient to restart a job even after paper reload."
2,A quiet workhorse!,"Bought this and just to test if I would keep it, I printed a huge database file of 16,000 pages which took me almost 20 hours between personal breaks and only five cartridges. The guide says don't do that, but I did it, and this 1020 printer did not fail once. Wow! (Needless to say, I kept it!)"
1,"Great printer, unless you're using Vista","I like this printer a lot and would probably have given it 5 stars, but it gets a major demerit thanks to the fact that it does not work with computers running Vista. HP will not be releasing the drivers until July of this year. So if you want to print now and not wait six months, and you've already upgraded to Vista, I recommend getting a different printer. Hopefully HP will get the message and release some drivers. Vista has been in beta for a long time, so I find this delay to be inexcusable."
1,1020 printer stopped working after few months,"I can't beleive this printer only worked for 3 months. I bought it last Dec, but only start to use it 3 months ago. Now it stopped working. Does anybody know this printer has any warranty? Thanks!"
2,Excellent Entry Level Laser Printer,If you need a home light duty printer that provides professional laser printed documents perhaps say for a small home business or a private laser printer for an executive's office this is perfect. It is not for huge jobs or big projects but for the little jobs that need professional flair.
2,Great Read - Suspenseful,"When I first started reading the book I kept putting it down, it just wasn't grabbing my attention, but once I got further into the book my curiosity got the best of me. I couldn't put the book down. I could not believe that a woman would do the things that she did. Adrian Jenkins was confused and deceitful. All hell does break loose. Gregory's relationship with his mother was sad. I understand her point for leaving but at the same time it was selfish. It not only destroyed Gregory but it also destroyed his little sister. I am definately looking forward to her next book."
2,classic,hardly ever see this movie on tv..so i had to order..love it a must see!! went see it at the old movie house with my school when i was a kid...never forgotten it!!
1,WHAT!!!,"Don't buy it. If Meth's new album isn't at least ten times better than this, then rap is officially dead, and the only thing that can resurrect it is a Bone Thugs reunion."
2,A classic!,"Of all the albums we bought in the 70s this is one of my favorites! When I get in the mood for reggae I usually start here with 'Let my days be long' (or 'Revolution' on Marley's 'Natty Dread'). It is 'religious', as others have mentioned, but that shouldn't be a problem if you appreciate different styles(?) of reggae. Did I forget to mention 'Super Ape' or Augustus Pablo? Man."
1,Design flaw prevents easy installation,"For a 1/2"" slip-mount installation, this diverter spout is not worth the trouble.You must unscrew the diverter's plastic nipple, remove a plastic adapter, slide it on the copper pipe, screw the plastic nipple back on, tighten the screw so as to punch a hole in the plastic, slide the plastic nipple back toward the wall, tighten the screw, and then screw the spout on after applying thread tape. That seems straightforward, but in practice it's very difficult.The problem is that the plastic nipple is too small to fit 1/2"" copper pipes longer than about 1"" from the wall. The instructions say that the pipe can be up to 2-3/4"" long, but actually this is wrong. At first I struggled with trying to install it, then broke the plastic when I could not force it to go all the way in.I elected instead to go withMoen 3808BN Kingsley Slip Fit Tub Diverter Spout, Brushed Nickel, which simply slips in and then tightens with a screw, with almost no effort."
2,Love old recipes,"thanks for compiling these recipes. They were fun to read, and although I am certain that I am not going to make any of them, it was fun reading them."
1,I want to like this.,"The tracks are great.The playing (might be) great.The recording quality is wretched.I hate to say that, but it is that bad."
1,"Shame on you, Mr Coffee!","Jeez, I figured you guys KNEW about coffee! This is a terrible excuse for a warmer. It keeps your coffee slightly above body temperature, not nearly warm enough to be pleasant. I bought two of them and am tossing them out. Anyone considering this item? DON'T buy one!!!"
2,Great gift,"I was given this as a christmas gift, and it's more than lived up to my expectations.It won't heat a cold cup of coffee, but it will keep a cup at a very nice temperature for a very long time.Works best if you actually drink the coffee, the less coffee in the cup, the more effective it is... A full cup of coffee left for a couple hours will moderately warm, but if you actually drink the coffee slowly over time, the end will still be a good temp."
2,Mr. Coffee Warmer,The warmer keeps the cup at an acceptable temperature and looks great on the desk. The warming light is very useful in reminding me if the unit is on or off. I could not be more pleased with this product and the cost was perfect.
1,Mr Coffee mug warmer,I have used a Dazey and it worked great. The Mr Coffee keeps it a little warm but I like my coffee hot.
1,"Warm, not hot","This is my second coffee warmer. I lost my first one, a no-name cheap model that worked beautifully, so I bought two of the Mr. Coffee version, one for me and one for my spouse. It really won't maintain the temperature of the coffee until your cup is down to about 1 ounce left. I would not recommend this product. We had the same experience with both Mr. Coffee warmers, so it wasn't a case of a defective item. It just doesn't work."
2,Very nice product,"I have been using this product for a few weeks. I have a ceramic tea pot that I use to make a few cups of tea at a time, and the tea was getting cold way too quickly. This product keeps my whole pot of tea nice and warm for as long as it takes me to drink -- which has been up to about six hours. I'm getting ready to buy a second one for my tea cup, so my tea stays warm once I pour it from the tea pot."
1,Doesn't keep coffee warm,"Purchased this in 2010. Doesn't keep coffee warm. Well, barely warm -- but significantly cooler than I'd like. My preference is a cup that is almost as warm as when it is first poured -- not crazy hot, but more than lukewarm. This isn't even close. And don't even think that it can warm up a cup that has started to cool because you've been carrying it around for a few minutes."
1,Mr. Coffee Mug Warmer,"The Mr. Coffee Mug Warmer truely is a mug warmer. I use it daily. My mug is warm, but my beverage isn't."
2,"Good heat, limited space",The warmer works just fine at keeping coffee warm. The switch on the body of the unit is easy to locate (as opposed to one on the cord). The one downside is that it is too small to hold a very large mug. I guess it just holds the standard size.
2,Works pretty well for regular sized mugs,"The hot plate part is not big enough to fit the Starbucks ""city"" mugs, so note that. But a smaller mug (a.k.a. regular sized or one that doesn't have a wide base) will fit fine. I agree with other reviewers who said that it keeps drinks warm when full and hotter when less full. I think the product description should specify the size mug that fits. i will keep it because it works well."
2,Works Well Keeping Coffee Warm,This works well to keep your coffee warm longer. It doesnot keep hot like when it comes out of the coffee makebut it does keep it warm long enough for you to finish yourcoffee.
2,Awesome!!!!,"I'm a huge tea drinker & I enjoy drinking coffee. But with my work, I'm constantly running around the office so if it wasn't for this warmer, my coffee & tea would be ice cold, but this warmer really keeps it luke warm. But of course the first few times there was a smell when my metallic mug is placed on the warmer. But now the smell is gone."
1,Mr. Coffee Mug Warmer / Disappointed,It does not keep coffee very warm.I can lay my hand on the warming plate with no discomfort.Hope that paints the picture you need.
1,Worthless Piece of Crap!,"This thing needs a High Med Low setting cause the only setting it has is Low. I made a cup of really nice organic Japanese Shade grown tea ($40 an ounce) and asked my wife to bring me an ice cube to warm it up after it had been on the heater for 10 minutes. The pad gets pretty hot, but not near hot enough to keep a cup of coffee hot. After something has been sitting on it for about 10 - 15 minutes you can gulp it with no fear of getting burnt. A Worthless piece of Crap. I will see if it works as a candle warmer."
1,Not happy with this one!,I have not experienced an even warm cup of tea let alone hot since using this product. I tried pre-heating it and still no results. Very disappointed. I positively don't recommend this product.
1,Doesn't keep coffee hot,Only keeps coffee tepid at best. Actual element gets very hot; it just doesn't reach the coffee. Item is small enough to stay on the table. It makes an expensive coaster.
1,Disappointed,I am very disappointed in the Mr. coffee cup warmer. My coffee is really hot when I first put it on however on theMr. Coffee MWBLK Mug Warmerin less than an hour the coffee is luke warm. I can't stand luke warm coffee so it is useless in my opinion. Don't waste your money. Why can't they make a good coffee cup warmer? I am still looking
1,disappointment,"I was a great fan of the Mr. Coffee MUG-ACTIVATED warmer. The ones I had finally gave out so I looked to buying more, and some for friends. I could find only the ""on/off switch"" warmer (although it was initially called ""mug-activated"" on the screen) so ordered 2. As already stated, the coffee is kept only warm, and you definitely have to remember to turn OFF the warmer or you could return hours later and find it still ON, which could be a danger. I have been unable to find a mug-activated warmer, but continue the search because I do not believe this ""on/off switch"" is any good."
1,What a rip off!,Three criticisms:1. The narrator didn't explain the phenomenon of Waterpocket Fold.2. $3.00 for ten minutes!3. Cheesy coloration.
2,westmoreland glassware review,"Great history of the company, but I was disappointed in the little milk glass content. The author talks about how important the opal (milk) glass line was for business, but does not offer much samples of it in the book."
1,DISAPPOINTING,"This is a difficult book to rate because it is strong on a few points, but extremely weak on others. It provides the most detailed history of Westmoreland Glass that I have ever seen, and some of the facts are fascinating. However, it is very, very, very poorly organized. Photos are not always identified. Many items are discussed but not depicted in photo or sketch. The price guide in the back uses different names/descriptions than what is used in the text of the book, so you can never be sure if you are checking value on the correct item. I enjoyed the book, but if you want to learn more about various pieces of Westmoreland glass, you will need to buy other books. Unfortunately, I cannot offer advice on what others because I have not found a good one yet. Lorainne Kovar's books are GROSSLY OVERPRICED and still do not do the job they should. I would NOT recommend Kovar's books on any subject."
1,Not what you think.........,"If you read above, it says that there are 4 discs on this record. Then you look at the top and see only two discs. I expected the entire 4 disc collection, but got only two. So if this being advertised above as two and it says 4 down below, shouldnt this be corrected or is this a case of false advertising???"
1,truly boring,"This book was a waste of my time - I bought the bundle and now I'm not going to bother reading any more of Ms Cruise's ghastly stories. The dialogue was atrocious (and not at all amusing), not once did I even crack a smile, let alone laugh out loud, and the plot was so neatly wrapped up that it underscored its decided lack of depth.Agree with another reviewer - if you want mystery and romance, read Janet Evanovich!"
2,Highly Recommended...,"This is an Awesome CD done by Derryl Perry, Higly Recommend it. Most of the song He wrote and some collaborated with other songwriters like him, Outstanding Vocals and Musician plus Songwriter!!!"
